rpc,1,1,1501657000
rpc,5,1,2825598100
rpc,5,3,2820958300
rpc,5,4,2829182500
rpc,5,5,2828774500
rpc,5,2,2864300000
rpc,10,6,4051373600
rpc,10,8,4044764900
rpc,10,5,4053707100
rpc,10,9,4054598100
rpc,10,2,4052425000
rpc,10,3,4055575100
rpc,10,1,4062245300
rpc,10,7,4061213100
rpc,10,10,4080272000
rpc,10,4,4083369500
rpc,40,2,24879579700
rpc,40,1,24941212000
rpc,40,4,25051808700
rpc,40,5,25061267300
rpc,40,3,25072811500
rpc,40,8,25072672400
rpc,40,7,25081817000
rpc,40,10,25080960100
rpc,40,11,25082516800
rpc,40,6,25092104200
rpc,40,9,25152564700
rpc,40,13,25169721100
rpc,40,15,25174975000
rpc,40,14,25198922900
rpc,40,18,25186222800
rpc,40,16,25198385900
rpc,40,20,25162496400
rpc,40,17,25204271300
rpc,40,12,25212760600
rpc,40,34,24984286700
rpc,40,19,25216583900
rpc,40,29,25170235900
rpc,40,21,25163596400
rpc,40,30,25064726300
rpc,40,23,25167481000
rpc,40,25,25140857700
rpc,40,26,25021377100
rpc,40,31,25039739000
rpc,40,27,25123257800
rpc,40,37,25011390800
rpc,40,33,25034301300
rpc,40,35,25011027500
rpc,40,36,25049386800
rpc,40,28,25000252500
rpc,40,39,24992084900
rpc,40,38,25007183400
rpc,40,24,25031793600
rpc,40,32,25002972200
rpc,40,40,24997647500
rpc,40,22,24997790400
rpc,80,7,50363943700
rpc,80,1,50388777300
rpc,80,3,50413943400
rpc,80,2,50463354800
rpc,80,10,50433895200
rpc,80,5,50499423600
rpc,80,4,50506880700
rpc,80,8,50506967800
rpc,80,6,50538151500
rpc,80,9,50528937700
rpc,80,13,50796750100
rpc,80,11,50991469700
rpc,80,15,51031150500
rpc,80,17,51024172200
rpc,80,41,51551101100
rpc,80,80,51560864100
rpc,80,33,51636451900
rpc,80,34,51643052300
rpc,80,40,51666112500
rpc,80,39,51666893700
rpc,80,19,51675494200
rpc,80,22,51696485100
rpc,80,27,51694490000
rpc,80,45,51728830400
rpc,80,46,51739324800
rpc,80,44,51841507700
rpc,80,48,51851337700
rpc,80,50,51865908000
rpc,80,52,51880248600
rpc,80,54,51849648800
rpc,80,32,51860826500
rpc,80,21,51890482300
rpc,80,56,51864195700
rpc,80,53,51913676100
rpc,80,20,51894245100
rpc,80,25,51912155000
rpc,80,42,51929877600
rpc,80,29,51944097600
rpc,80,36,51923928300
rpc,80,35,51911887700
rpc,80,67,51983390500
rpc,80,58,51916775000
rpc,80,63,51915117000
rpc,80,26,51996029500
rpc,80,43,51941395900
rpc,80,59,51948454500
rpc,80,28,52005255400
rpc,80,60,51953643100
rpc,80,51,52043514500
rpc,80,57,51995475400
rpc,80,55,52007045900
rpc,80,66,51958931200
rpc,80,71,51943048300
rpc,80,23,52036597300
rpc,80,68,51986669200
rpc,80,73,51938130200
rpc,80,62,52007413900
rpc,80,70,51996539600
rpc,80,69,52021338100
rpc,80,24,51934566400
rpc,80,49,51934566400
rpc,80,72,51989566200
rpc,80,18,51983323800
rpc,80,31,51891876100
rpc,80,75,51970724600
rpc,80,64,51846115200
rpc,80,74,51974189100
rpc,80,77,51965779100
rpc,80,30,51940551500
rpc,80,47,51935255400
rpc,80,79,51969934200
rpc,80,14,51983226800
rpc,80,78,51934455400
rpc,80,61,51976284300
rpc,80,37,51971600500
rpc,80,12,51965909700
rpc,80,16,51932616300
rpc,80,65,51934373100
rpc,80,38,51865291900
rpc,80,76,51940839300
rpc,10,3,3720783300
rpc,10,8,3716888900
rpc,10,10,3706365000
rpc,10,6,3718402900
rpc,10,9,3710990900
rpc,10,1,3714093500
rpc,10,2,3726877500
rpc,10,5,3740644400
rpc,10,4,3718249900
rpc,10,7,3723629200
rpc,10,9,4101919400
rpc,10,8,4114466400
rpc,10,10,4126167000
rpc,10,2,4136736300
rpc,10,1,4143824500
rpc,10,6,4141678600
rpc,10,5,4133484600
rpc,10,4,4132798300
rpc,10,3,4145090600
rpc,10,7,4141361200
rpc,5,5,2103860300
rpc,5,1,2101839100
rpc,5,3,2108917800
rpc,5,4,2116689200
rpc,5,2,2130011400
rpc,5,2,2124988600
rpc,5,4,2105445500
rpc,5,5,2119926100
rpc,5,3,2114908100
rpc,5,1,2129318000
rpc,5,4,1873779800
rpc,5,1,1879616500
rpc,5,2,1870156400
rpc,5,5,1877568900
rpc,5,3,1880271200
rpc,5,4,2156486300
rpc,5,1,2160156700
rpc,5,5,2160285000
rpc,5,3,2170431700
rpc,5,2,2175228100
rpc,5,4,2117608600
rpc,5,1,2125346900
rpc,5,2,2124673900
rpc,5,5,2129902400
rpc,5,3,2135873800
rpc,1,1,1068235400
rpc,1,1,1053031900
rpc,1,1,1049796100
rpc,1,1,1196034300
rpc,1,1,1329463400
rpc,1,1,1032993900
rpc,1,1,1216451700
rpc,1,1,1374440600
rpc,1,1,1053589100
rpc,1,1,1257548400
rpc,1,1,1265335700
rpc,1,1,1272161600
rpc,1,1,1360011000
rpc,1,1,1256733100
rpc,1,1,1345813600
rpc,1,1,1347923500
rpc,1,1,1304548300
rpc,1,1,1333668800
rpc,1,1,1429953800
rpc,1,1,1372087000
rpc,1,1,1254690200
rpc,1,1,1234955000
rpc,1,1,1280528000
rpc,1,1,1509986400
rpc,1,1,1501626500
rpc,1,1,1512031600
rpc,1,1,1512018100
rpc,1,1,1507223600
rpc,1,1,1517890600
rpc,20,3,8978171200
rpc,20,1,8982035100
rpc,20,6,8994073600
rpc,20,2,8996370900
rpc,20,4,9014213500
rpc,20,8,9010959400
rpc,20,7,9002374200
rpc,20,10,9009488000
rpc,20,9,9002198100
rpc,20,11,9009020600
rpc,20,17,8995079700
rpc,20,18,9003249300
rpc,20,15,9029502000
rpc,20,19,9017498800
rpc,20,5,9018809300
rpc,20,13,9014660900
rpc,20,12,9011402200
rpc,20,20,9021845700
rpc,20,16,9014573700
rpc,20,14,9019992900
rpc,20,16,7880905900
rpc,20,2,7876014700
rpc,20,1,7889049200
rpc,20,8,7878344700
rpc,20,6,7894597600
rpc,20,4,7915863900
rpc,20,5,7887266600
rpc,20,10,7880524200
rpc,20,13,7894234700
rpc,20,11,7900145900
rpc,20,15,7893212000
rpc,20,3,7890668400
rpc,20,17,7902210300
rpc,20,14,7863695100
rpc,20,9,7899082200
rpc,20,20,7893434200
rpc,20,7,7899304700
rpc,20,19,7881130900
rpc,20,12,7870447700
rpc,20,18,7918878200
rpc,20,20,7858909600
rpc,20,2,7838853700
rpc,20,4,7843818300
rpc,20,1,7857255700
rpc,20,6,7864673500
rpc,20,7,7871464300
rpc,20,13,7872708800
rpc,20,12,7873212800
rpc,20,15,7885458700
rpc,20,3,7877974900
rpc,20,10,7874855400
rpc,20,5,7900070800
rpc,20,16,7889823700
rpc,20,14,7891820400
rpc,20,17,7900958400
rpc,20,19,7863905200
rpc,20,11,7847021000
rpc,20,9,7877531900
rpc,20,18,7870905900
rpc,20,8,7875009600

